,study_id,site_id,yield,yield_treatments_pollen_supplement,fruits_per_plant,seeds_per_fruit,observed_pollinator_richness,abundance,ab_honeybee,ab_bombus,ab_wildbees,ab_syrphids,ab_humbleflies,ab_other_flies,ab_beetles,ab_lepidoptera,ab_nonbee_hymenoptera,ab_others,visitation_rate,visit_honeybee,visit_bombus,visit_wildbees,visit_syrphids,visit_humbleflies,visit_other_flies,visit_beetles,visit_lepidoptera,visit_nonbee_hymenoptera,visit_others
2003,Marcos_Minarro_Malus_domestica_Spain_2015,Tin25,15.0,36.6666666666667,939.6,6.0,14.0,112.0,71.0,3.0,13.0,5.0,0.0,14.0,1.0,1.0,3.0,1.0,3.36842105263158,2.13533834586466,0.0902255639097744,0.390977443609023,0.150375939849624,0.0,0.421052631578947,0.0300751879699248,0.0300751879699248,0.0902255639097744,0.0300751879699248
2004,Marcos_Minarro_Malus_domestica_Spain_2016,Sel01,,51.6666666666667,83.1,4.0,15.0,123.001,60.0,0.0,2.0,38.001,0.0,21.0,1.0,1.0,0.0,0.0,4.86169960474308,2.37154150197628,0.0,0.0790513833992095,1.50201581027668,0.0,0.8300395256917,0.0395256916996047,0.0395256916996047,0.0,0.0
2005,Marcos_Minarro_Malus_domestica_Spain_2016,Tor03,40.0,63.3333333333333,646.1,5.53306878306878,9.0,89.0,74.0,1.0,1.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,4.82058226134056,4.00812457684496,0.0541638456330399,0.0541638456330399,0.48747461069736,0.0,0.10832769126608,0.10832769126608,0.0,0.0,0.0
2006,Marcos_Minarro_Malus_domestica_Spain_2016,Gai04,43.3333333333333,53.3333333333333,543.6,6.79545454545455,9.0,43.0,19.0,0.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,2.88107202680067,1.27303182579565,0.0,0.134003350083752,1.34003350083752,0.0,0.134003350083752,0.0,0.0,0.0,0.0
2007,Marcos_Minarro_Malus_domestica_Spain_2016,Sor05,31.6666666666667,61.6666666666667,209.2,6.23214285714286,13.0,79.0,66.0,1.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,6.16585365853659,5.15121951219512,0.0780487804878049,0.390243902439024,0.390243902439024,0.0,0.0780487804878049,0.0780487804878049,0.0,0.0,0.0
2008,Marcos_Minarro_Malus_domestica_Spain_2016,Bus06,41.6666666666667,61.6666666666667,331.7,6.34188034188034,10.0,75.033,60.0,0.0,3.0,10.033,0.0,1.0,1.0,0.0,0.0,0.0,6.45445161290323,5.16129032258065,0.0,0.258064516129032,0.86305376344086,0.0,0.0860215053763441,0.0860215053763441,0.0,0.0,0.0
2009,Marcos_Minarro_Malus_domestica_Spain_2016,Cam07,43.3333333333333,50.0,195.1,6.51111111111111,10.0,80.0,61.0,1.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,5.18638573743922,3.95461912479741,0.0648298217179903,0.194489465153971,0.907617504051864,0.0,0.0648298217179903,0.0,0.0,0.0,0.0
2010,Marcos_Minarro_Malus_domestica_Spain_2016,Cay09,18.6507936507936,64.6825396825397,36.3,9.77777777777778,6.0,45.0,22.0,0.0,1.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,4.14746543778802,2.02764976958525,0.0,0.0921658986175115,1.75115207373272,0.0,0.276497695852535,0.0,0.0,0.0,0.0
2011,Marcos_Minarro_Malus_domestica_Spain_2016,Por10,41.3800904977376,50.2488687782806,61.0,5.64285714285714,11.0,45.0,30.0,0.0,2.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,4.16666666666667,2.77777777777778,0.0,0.185185185185185,0.925925925925926,0.0,0.185185185185185,0.0925925925925926,0.0,0.0,0.0
2012,Marcos_Minarro_Malus_domestica_Spain_2016,Ver11,65.4761904761905,73.8095238095238,62.8,7.0,16.0,51.067,11.0,1.0,7.067,16.0,1.0,13.0,1.0,0.0,0.0,1.0,6.47442155309033,1.3946117274168,0.126782884310618,0.895974643423138,2.02852614896989,0.126782884310618,1.64817749603803,0.126782884310618,0.0,0.0,0.126782884310618
2013,Marcos_Minarro_Malus_domestica_Spain_2016,Mas12,18.3333333333333,26.6666666666667,310.5,7.97619047619048,9.0,70.93,38.0,2.0,2.0,19.93,0.0,9.0,0.0,0.0,0.0,0.0,3.79812583668005,2.03480589022758,0.107095046854083,0.107095046854083,1.06720214190094,0.0,0.481927710843373,0.0,0.0,0.0,0.0
2014,Marcos_Minarro_Malus_domestica_Spain_2016,Col13,33.3333333333333,66.6666666666667,339.3,8.44444444444444,6.0,62.0,38.0,2.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,4.87589088228066,2.98844925043008,0.157286802654215,0.0786434013271074,1.57286802654215,0.0,0.0786434013271074,0.0,0.0,0.0,0.0
2015,Marcos_Minarro_Malus_domestica_Spain_2016,Qui15,45.0,67.5,56.1,7.3875,9.0,85.0,60.0,2.0,4.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,4.23676012461059,2.99065420560748,0.0996884735202492,0.199376947040498,0.847352024922118,0.0,0.0498442367601246,0.0498442367601246,0.0,0.0,0.0
2016,Marcos_Minarro_Malus_domestica_Spain_2016,Cal17,41.6666666666667,41.6666666666667,390.3,6.28253968253968,10.0,69.0,46.0,0.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,2.89156626506024,1.92771084337349,0.0,0.125720272393924,0.796228391828182,0.0,0.0419067574646412,0.0,0.0,0.0,0.0
2017,Marcos_Minarro_Malus_domestica_Spain_2016,San18,77.4603174603175,87.2222222222222,134.1,6.91666666666667,6.0,9.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17263843648208,0.260586319218241,0.0,0.390879478827362,0.521172638436482,0.0,0.0,0.0,0.0,0.0,0.0
2018,Marcos_Minarro_Malus_domestica_Spain_2016,Que19,45.0,48.3333333333333,536.1,7.13888888888889,10.0,68.0,50.0,2.0,1.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,3.21703134240095,2.36546422235364,0.0946185688941455,0.0473092844470727,0.615020697811946,0.0,0.0473092844470727,0.0,0.0473092844470727,0.0,0.0
2019,Marcos_Minarro_Malus_domestica_Spain_2016,Sal20,16.6666666666667,46.031746031746,183.9,9.5,5.0,11.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18905472636816,0.199004975124378,0.0,0.398009950248756,1.59203980099502,0.0,0.0,0.0,0.0,0.0,0.0
2020,Marcos_Minarro_Malus_domestica_Spain_2016,Pan21,51.6666666666667,55.0,498.7,6.55897435897436,9.0,38.0,22.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.70222222222222,1.56444444444444,0.355555555555556,0.0,0.782222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2021,Marcos_Minarro_Malus_domestica_Spain_2016,Nor22,51.6666666666667,65.0,225.4,7.47619047619048,9.0,103.0,87.0,1.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48557430593359,3.78878606423517,0.0435492651061513,0.0870985302123027,0.566140446379967,0.0,0.0,0.0,0.0,0.0,0.0
2022,Marcos_Minarro_Malus_domestica_Spain_2016,Obi23,6.66666666666667,25.0,498.3,7.33333333333333,5.0,14.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29181084198385,0.738177623990773,0.184544405997693,0.184544405997693,0.184544405997693,0.0,0.0,0.0,0.0,0.0,0.0
2023,Marcos_Minarro_Malus_domestica_Spain_2016,Mun24,58.3333333333333,66.6666666666667,269.3,7.19179894179894,9.0,64.0,40.0,1.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73991031390134,3.58744394618834,0.0896860986547085,1.52466367713004,0.538116591928251,0.0,0.0,0.0,0.0,0.0,0.0
2024,Marcos_Minarro_Malus_domestica_Spain_2016,Cam26,48.3333333333333,50.0,684.6,6.36269841269841,8.0,64.0,53.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.51499118165785,3.73897707231041,0.0,0.211640211640212,0.493827160493827,0.0,0.0,0.0705467372134039,0.0,0.0,0.0
